user_id,基本面,技術面,籌碼面,消息面,得分,prefer
0,22,7,8,7,38,['消息面']
1,3,5,5,4,11,"['籌碼面', '消息面']"
2,10,6,6,4,20,"['籌碼面', '消息面']"
3,3,7,1,4,9,['消息面']
4,3,5,1,4,7,['消息面']
5,3,5,1,3,6,['消息面']
6,16,5,7,5,27,['消息面']
7,13,5,3,5,20,"['籌碼面', '消息面']"
8,12,5,5,4,20,"['籌碼面', '消息面']"
9,16,5,4,5,24,"['籌碼面', '消息面']"
10,3,5,0,3,5,['消息面']
11,4,6,0,3,7,['消息面']
12,2,2,0,2,0,"['籌碼面', '消息面']"
13,12,5,3,4,18,['消息面']
14,2,5,0,3,4,['消息面']
15,5,5,1,5,10,"['籌碼面', '消息面']"
16,4,5,8,5,16,['消息面']
17,19,5,6,8,32,['消息面']
18,14,6,3,6,23,"['籌碼面', '消息面']"
19,3,5,4,4,10,['消息面']
20,4,5,1,5,9,"['籌碼面', '消息面']"
21,9,5,3,4,15,['消息面']
22,5,5,4,5,13,"['籌碼面', '消息面']"
23,4,5,1,4,8,['消息面']
24,17,6,6,8,31,['消息面']
25,4,5,1,4,8,['消息面']
26,8,5,4,5,16,"['籌碼面', '消息面']"
27,8,5,2,4,13,['消息面']
28,2,2,1,2,1,"['籌碼面', '消息面']"
29,16,5,1,4,20,['消息面']
30,11,5,0,3,13,['消息面']
31,3,5,1,4,7,['消息面']
32,3,5,1,5,8,"['籌碼面', '消息面']"
33,9,6,5,5,19,['消息面']
34,5,5,2,4,10,['消息面']
35,15,3,3,4,19,['消息面']
36,16,5,3,5,23,"['籌碼面', '消息面']"
37,8,7,6,4,19,['消息面']
38,11,5,5,5,20,"['技術面', '籌碼面', '消息面']"
39,2,2,0,2,0,"['籌碼面', '消息面']"
40,3,5,1,4,7,['消息面']
41,10,2,1,5,12,['消息面']
42,14,2,6,2,18,['消息面']
43,12,6,7,4,23,['消息面']
44,8,5,7,5,19,['消息面']
45,10,5,1,3,14,['消息面']
46,3,2,0,3,2,['消息面']
47,6,5,1,4,10,['消息面']
48,3,5,0,3,5,['消息面']
49,4,5,2,4,9,['消息面']
50,14,5,1,4,18,['消息面']
51,4,5,1,4,8,['消息面']
52,3,5,1,4,7,['消息面']
53,5,5,2,5,11,"['籌碼面', '消息面']"
54,16,5,6,3,24,['消息面']
55,14,5,6,4,23,['消息面']
56,14,2,1,3,14,['消息面']
57,3,5,1,4,7,['消息面']
58,18,3,1,6,22,['消息面']
59,6,5,2,4,11,['消息面']
60,3,5,0,3,5,['消息面']
61,2,2,0,2,0,"['籌碼面', '消息面']"
62,21,5,5,5,30,"['技術面', '籌碼面', '消息面']"
63,20,7,8,8,37,"['籌碼面', '消息面']"
64,16,6,6,3,25,"['籌碼面', '消息面']"
65,7,3,4,2,10,['消息面']
66,2,2,0,2,0,"['籌碼面', '消息面']"
67,2,4,1,4,5,"['籌碼面', '消息面']"
68,16,3,4,8,25,['消息面']
69,16,5,6,5,26,['消息面']
70,3,5,1,4,7,['消息面']
71,7,5,4,4,14,['消息面']
72,4,5,1,4,8,['消息面']
73,19,6,8,8,35,"['籌碼面', '消息面']"
74,17,5,5,5,26,"['技術面', '籌碼面', '消息面']"
75,18,6,8,7,33,['消息面']
76,2,4,0,3,3,['消息面']
77,14,7,6,5,26,['消息面']
78,18,5,4,7,28,['消息面']
79,2,3,0,3,2,"['籌碼面', '消息面']"
80,10,6,6,5,21,"['籌碼面', '消息面']"
81,9,5,2,5,15,"['籌碼面', '消息面']"
82,2,5,1,4,6,['消息面']
83,4,5,3,4,10,['消息面']
84,7,6,3,5,15,['消息面']
85,2,5,1,4,6,['消息面']
86,10,5,1,5,15,"['籌碼面', '消息面']"
87,4,5,2,5,10,"['籌碼面', '消息面']"
88,3,4,6,3,10,['消息面']
89,9,5,4,4,16,['消息面']
90,3,4,0,3,4,['消息面']
91,5,2,1,2,4,"['籌碼面', '消息面']"
92,15,5,6,6,26,"['籌碼面', '消息面']"
93,4,5,3,3,9,['消息面']
94,12,7,8,6,27,['消息面']
95,8,5,1,3,11,['消息面']
96,3,4,0,3,4,['消息面']
97,8,5,3,6,16,['消息面']
98,8,2,2,4,10,['消息面']
99,18,7,6,8,33,['消息面']
100,3,5,2,4,8,['消息面']
101,18,7,8,8,35,"['籌碼面', '消息面']"
102,3,4,3,4,8,"['籌碼面', '消息面']"
103,4,5,3,4,10,['消息面']
104,6,5,1,3,10,['消息面']
105,3,5,1,4,7,['消息面']
106,1,1,0,1,2,"['籌碼面', '消息面']"
107,3,5,1,4,7,['消息面']
108,9,5,4,6,18,['消息面']
109,2,5,6,3,10,['消息面']
110,3,5,3,4,9,['消息面']
111,11,6,4,7,22,['消息面']
112,7,6,4,5,16,['消息面']
113,11,5,6,4,20,['消息面']
114,3,5,4,4,10,['消息面']
115,9,6,6,5,20,"['籌碼面', '消息面']"
116,13,5,6,4,22,['消息面']
117,4,5,3,4,10,['消息面']
118,3,5,1,4,7,['消息面']
119,13,4,5,5,21,"['籌碼面', '消息面']"
120,13,5,5,4,21,"['籌碼面', '消息面']"
121,6,7,3,5,15,['消息面']
122,9,6,3,6,18,"['籌碼面', '消息面']"
123,4,5,0,3,6,['消息面']
124,19,6,7,7,33,"['籌碼面', '消息面']"
125,7,1,6,1,13,['消息面']
126,10,4,5,4,17,['消息面']
127,8,4,5,6,17,['消息面']
128,13,5,7,6,25,['消息面']
129,20,6,5,5,30,['消息面']
130,13,5,5,4,21,"['籌碼面', '消息面']"
131,2,2,0,2,0,"['籌碼面', '消息面']"
132,15,5,5,6,25,['消息面']
133,7,5,1,3,10,['消息面']
134,7,5,1,5,12,"['籌碼面', '消息面']"
135,12,5,1,6,18,['消息面']
136,3,5,1,4,7,['消息面']
137,3,5,1,4,7,['消息面']
138,3,5,0,3,5,['消息面']
139,10,5,4,5,18,"['籌碼面', '消息面']"
140,3,5,0,3,5,['消息面']
141,4,5,1,4,8,['消息面']
142,2,4,0,3,3,['消息面']
143,9,5,3,5,16,"['籌碼面', '消息面']"
144,2,2,2,2,2,"['技術面', '籌碼面', '消息面']"
145,3,5,0,3,5,['消息面']
146,3,5,1,4,7,['消息面']
147,3,5,1,4,7,['消息面']
148,3,5,1,4,7,['消息面']
149,3,5,1,4,7,['消息面']
150,2,5,0,3,4,['消息面']
151,8,3,1,3,9,"['籌碼面', '消息面']"
152,12,3,0,3,12,"['籌碼面', '消息面']"
153,7,5,1,4,11,['消息面']
154,8,2,0,3,10,['消息面']
155,16,3,7,6,26,['消息面']
156,10,5,1,3,13,['消息面']
157,9,5,3,4,15,['消息面']
158,3,5,2,4,8,['消息面']
159,10,5,6,5,20,['消息面']
160,15,5,6,4,24,['消息面']
161,10,6,6,4,20,"['籌碼面', '消息面']"
162,16,7,8,7,32,['消息面']
163,3,5,1,4,7,['消息面']
164,3,5,0,3,5,['消息面']
165,8,5,3,5,15,"['籌碼面', '消息面']"
166,10,5,6,3,18,['消息面']
167,3,5,2,4,8,['消息面']
168,6,4,3,5,12,['消息面']
169,11,5,2,5,17,"['籌碼面', '消息面']"
170,8,6,1,5,14,['消息面']
171,11,5,3,4,17,['消息面']
172,9,2,2,3,10,['消息面']
173,12,4,4,4,18,"['技術面', '籌碼面', '消息面']"
174,4,5,6,4,13,['消息面']
175,5,5,0,3,7,['消息面']
176,11,5,0,3,13,['消息面']
177,20,7,2,5,28,['消息面']
178,4,5,1,4,8,['消息面']
179,5,5,1,5,10,"['籌碼面', '消息面']"
180,2,2,0,2,0,"['籌碼面', '消息面']"
181,7,5,4,4,14,['消息面']
182,3,5,0,3,5,['消息面']
183,3,5,1,6,9,['消息面']
184,8,5,4,4,15,['消息面']
185,3,5,1,4,7,['消息面']
186,3,5,0,3,5,['消息面']
187,12,5,6,5,22,['消息面']
188,8,4,1,4,11,"['籌碼面', '消息面']"
189,10,5,6,7,22,['消息面']
190,21,7,8,8,38,"['籌碼面', '消息面']"
191,10,5,4,4,17,['消息面']
192,3,5,0,3,5,['消息面']
193,3,5,1,4,7,['消息面']
194,4,6,4,3,11,['消息面']
195,15,5,6,4,24,['消息面']
196,3,5,1,4,7,['消息面']
197,18,5,5,6,28,['消息面']
198,2,7,3,2,8,['消息面']
199,11,5,1,3,14,['消息面']
200,14,6,5,5,24,['消息面']
201,2,5,1,4,6,['消息面']
202,10,5,6,4,19,['消息面']
203,6,5,2,4,11,['消息面']
204,5,5,6,4,14,['消息面']
205,9,5,1,4,13,['消息面']
206,5,5,2,4,10,['消息面']
207,11,4,6,4,19,['消息面']
208,10,5,1,5,15,"['籌碼面', '消息面']"
209,3,5,6,4,12,['消息面']
210,5,3,6,4,12,['消息面']
211,4,1,0,4,6,['消息面']
212,10,5,3,5,17,"['籌碼面', '消息面']"
213,10,6,7,5,22,['消息面']
214,7,5,4,5,15,"['籌碼面', '消息面']"
215,2,5,1,4,6,['消息面']
216,3,5,1,4,7,['消息面']
217,3,5,1,4,7,['消息面']
218,3,5,0,3,5,['消息面']
219,3,5,1,4,7,['消息面']
220,11,5,6,4,20,['消息面']
221,4,5,7,4,14,['消息面']
222,3,5,0,3,5,['消息面']
223,3,5,2,4,8,['消息面']
224,16,5,8,8,31,"['籌碼面', '消息面']"
225,2,2,0,2,0,"['籌碼面', '消息面']"
226,11,6,3,5,19,['消息面']
227,12,6,6,5,23,"['籌碼面', '消息面']"
228,4,5,0,3,6,['消息面']
229,8,2,0,2,6,"['籌碼面', '消息面']"
230,3,5,1,4,7,['消息面']
231,3,5,7,6,15,['消息面']
232,1,1,0,1,2,"['籌碼面', '消息面']"
233,5,5,1,4,9,['消息面']
234,11,4,1,3,13,['消息面']
235,5,3,2,5,9,['消息面']
236,10,4,1,5,14,['消息面']
237,3,5,0,3,5,['消息面']
238,8,5,6,5,18,['消息面']
239,12,2,4,3,15,['消息面']
240,7,2,2,3,9,['消息面']
241,13,5,1,4,17,['消息面']
242,3,5,2,4,8,['消息面']
243,10,2,6,3,15,['消息面']
244,2,3,1,2,2,['消息面']
245,12,3,6,4,19,['消息面']
246,11,6,5,6,22,"['籌碼面', '消息面']"
247,2,5,0,3,4,['消息面']
248,3,5,0,3,5,['消息面']
249,11,6,6,5,22,"['籌碼面', '消息面']"
250,3,5,0,3,5,['消息面']
251,5,5,2,5,11,"['籌碼面', '消息面']"
252,7,5,6,4,16,['消息面']
253,11,5,4,5,19,"['籌碼面', '消息面']"
254,2,2,0,2,0,"['籌碼面', '消息面']"
255,18,6,6,8,32,['消息面']
256,6,5,3,6,14,['消息面']
257,3,5,0,3,5,['消息面']
258,7,4,1,4,10,"['籌碼面', '消息面']"
259,2,4,5,3,8,['消息面']
260,2,4,1,4,5,"['籌碼面', '消息面']"
261,3,2,0,3,2,['消息面']
262,11,7,7,5,24,"['籌碼面', '消息面']"
263,18,6,7,7,32,"['籌碼面', '消息面']"
264,13,6,2,4,19,['消息面']
265,4,5,1,4,8,['消息面']
266,3,5,1,8,11,['消息面']
267,12,3,3,4,16,['消息面']
268,4,5,1,4,8,['消息面']
269,3,5,0,3,5,['消息面']
270,3,5,1,4,7,['消息面']
271,3,5,1,4,7,['消息面']
272,3,5,0,3,5,['消息面']
273,10,5,1,5,15,"['籌碼面', '消息面']"
274,15,5,5,7,26,['消息面']
275,17,7,5,5,28,['消息面']
276,22,7,8,8,39,"['籌碼面', '消息面']"
277,10,5,1,4,14,['消息面']
278,2,2,0,2,0,"['籌碼面', '消息面']"
279,7,5,1,4,11,['消息面']
280,8,5,2,3,12,['消息面']
281,14,5,4,6,23,['消息面']
282,4,5,1,3,7,['消息面']
283,15,6,6,5,26,"['籌碼面', '消息面']"
284,2,3,0,2,1,['消息面']
285,8,5,1,4,12,['消息面']
286,2,5,2,4,7,['消息面']
287,7,5,1,4,11,['消息面']
288,2,5,5,7,13,['消息面']
289,3,5,1,5,8,"['籌碼面', '消息面']"
290,7,5,4,4,14,['消息面']
291,7,5,3,5,14,"['籌碼面', '消息面']"
292,9,4,2,5,14,['消息面']
293,13,6,8,4,25,['消息面']
294,11,5,5,5,20,"['技術面', '籌碼面', '消息面']"
295,12,5,6,4,21,['消息面']
296,17,5,2,5,23,"['籌碼面', '消息面']"
297,3,5,0,3,5,['消息面']
298,4,6,6,4,14,"['籌碼面', '消息面']"
299,8,5,3,6,16,['消息面']
300,8,5,2,5,14,"['籌碼面', '消息面']"
301,3,5,1,3,6,['消息面']
302,9,4,3,5,15,['消息面']
303,4,6,2,4,10,['消息面']
304,3,5,0,3,5,['消息面']
305,3,5,3,4,9,['消息面']
306,13,3,6,7,23,['消息面']
307,10,6,6,4,20,"['籌碼面', '消息面']"
308,2,4,0,3,3,['消息面']
309,21,6,6,6,33,"['技術面', '籌碼面', '消息面']"
310,3,5,0,3,5,['消息面']
311,2,5,1,4,6,['消息面']
312,15,5,5,5,24,"['技術面', '籌碼面', '消息面']"
313,8,2,3,3,10,"['籌碼面', '消息面']"
314,3,5,1,4,7,['消息面']
315,8,5,3,4,14,['消息面']
316,3,5,1,4,7,['消息面']
317,8,5,1,5,13,"['籌碼面', '消息面']"
318,3,5,0,3,5,['消息面']
319,10,5,6,4,19,['消息面']
320,10,5,1,4,14,['消息面']
321,3,5,2,5,9,"['籌碼面', '消息面']"
322,11,5,7,3,20,['消息面']
323,3,5,1,4,7,['消息面']
324,3,4,0,3,4,['消息面']
325,16,5,6,5,26,['消息面']
326,12,7,1,5,19,['消息面']
327,4,5,0,4,7,['消息面']
328,3,5,1,4,7,['消息面']
329,11,5,4,5,19,"['籌碼面', '消息面']"
330,2,3,1,4,4,['消息面']
331,5,6,4,5,14,['消息面']
332,15,6,4,6,25,"['籌碼面', '消息面']"
333,14,6,4,4,22,['消息面']
334,3,5,1,4,7,['消息面']
335,5,5,0,4,8,['消息面']
336,3,5,1,4,7,['消息面']
337,3,2,0,3,2,['消息面']
338,3,5,1,4,7,['消息面']
339,17,6,4,4,25,['消息面']
340,12,5,6,5,22,['消息面']
341,10,4,6,3,17,['消息面']
342,11,5,2,5,17,"['籌碼面', '消息面']"
343,12,5,4,6,21,['消息面']
344,4,5,1,4,8,['消息面']
345,5,6,6,4,15,"['籌碼面', '消息面']"
346,3,5,0,3,5,['消息面']
347,2,3,0,3,2,"['籌碼面', '消息面']"
348,8,5,0,4,11,['消息面']
349,3,5,1,3,6,['消息面']
350,15,5,7,7,28,"['籌碼面', '消息面']"
351,2,4,0,3,3,['消息面']
352,10,5,8,5,22,['消息面']
353,2,2,0,2,0,"['籌碼面', '消息面']"
354,9,6,2,5,16,['消息面']
355,12,5,6,4,21,['消息面']
356,3,5,0,3,5,['消息面']
357,5,5,2,4,10,['消息面']
358,9,2,0,2,7,"['籌碼面', '消息面']"
359,3,5,2,6,10,['消息面']
360,6,5,4,5,14,"['籌碼面', '消息面']"
361,10,5,6,4,19,['消息面']
362,3,2,0,2,1,"['籌碼面', '消息面']"
363,10,5,1,4,14,['消息面']
364,3,5,2,3,7,['消息面']
365,14,6,3,4,22,['消息面']
366,4,2,1,3,4,['消息面']
367,0,1,0,1,1,"['籌碼面', '消息面']"
368,14,5,7,5,25,['消息面']
369,9,5,2,5,15,"['籌碼面', '消息面']"
370,8,4,3,4,13,"['籌碼面', '消息面']"
371,3,5,0,3,5,['消息面']
372,3,5,1,4,7,['消息面']
373,10,5,1,5,15,"['籌碼面', '消息面']"
374,1,1,0,1,2,"['籌碼面', '消息面']"
375,10,5,6,4,19,['消息面']
376,12,5,5,5,21,"['技術面', '籌碼面', '消息面']"
377,5,5,6,4,14,['消息面']
378,14,7,7,7,29,"['技術面', '籌碼面', '消息面']"
379,2,5,0,3,4,['消息面']
380,3,5,1,4,7,['消息面']
381,10,2,4,2,14,['消息面']
382,3,5,0,3,5,['消息面']
383,9,5,4,4,16,['消息面']
384,9,5,2,4,14,['消息面']
385,11,5,2,4,16,['消息面']
386,3,5,1,4,7,['消息面']
387,7,5,1,3,10,['消息面']
388,7,4,7,4,16,['消息面']
389,8,5,8,7,22,['消息面']
390,11,7,8,5,25,['消息面']
391,14,5,5,5,23,"['技術面', '籌碼面', '消息面']"
392,2,2,0,2,0,"['籌碼面', '消息面']"
393,9,6,3,4,16,['消息面']
394,6,5,2,6,13,['消息面']
395,3,5,4,4,10,['消息面']
396,3,5,2,5,9,"['籌碼面', '消息面']"
397,6,5,0,3,8,['消息面']
398,10,6,4,5,19,['消息面']
399,11,5,6,6,22,"['籌碼面', '消息面']"
400,4,5,0,3,6,['消息面']
401,8,5,1,3,11,['消息面']
402,2,5,1,4,6,['消息面']
403,15,6,8,7,30,['消息面']
404,12,5,2,4,17,['消息面']
405,9,5,7,5,20,['消息面']
406,8,5,2,4,13,['消息面']
407,11,4,1,3,14,['消息面']
408,6,5,2,5,12,"['籌碼面', '消息面']"
409,5,5,0,3,7,['消息面']
410,10,5,4,4,17,['消息面']
411,4,5,0,3,6,['消息面']
412,8,2,2,3,9,['消息面']
413,13,5,1,4,17,['消息面']
414,10,5,2,4,15,['消息面']
415,9,5,3,4,15,['消息面']
416,3,2,0,3,2,['消息面']
417,3,5,2,4,8,['消息面']
418,11,5,5,6,21,['消息面']
419,10,5,1,4,14,['消息面']
420,12,5,7,4,22,['消息面']
421,3,5,0,3,5,['消息面']
422,14,5,3,5,21,"['籌碼面', '消息面']"
423,5,5,1,5,10,"['籌碼面', '消息面']"
424,3,6,4,5,12,['消息面']
425,4,5,0,4,7,['消息面']
426,11,5,2,5,17,"['籌碼面', '消息面']"
427,8,2,1,3,8,['消息面']
428,4,5,0,3,6,['消息面']
429,3,5,0,2,5,['消息面']
430,2,5,0,3,4,['消息面']
431,17,5,7,4,27,['消息面']
432,3,5,0,3,5,['消息面']
433,2,3,1,3,3,"['籌碼面', '消息面']"
434,6,5,2,4,11,['消息面']
435,10,5,6,4,19,['消息面']
436,7,5,8,6,20,['消息面']
437,8,4,1,4,11,"['籌碼面', '消息面']"
438,6,5,1,5,11,"['籌碼面', '消息面']"
439,3,5,0,3,5,['消息面']
440,2,2,0,2,0,"['籌碼面', '消息面']"
441,3,5,1,4,7,['消息面']
442,2,4,6,5,11,['消息面']
443,10,5,6,4,19,['消息面']
444,10,5,1,4,14,['消息面']
445,18,5,6,5,28,['消息面']
446,3,5,0,3,5,['消息面']
447,9,5,5,6,19,['消息面']
448,3,5,3,4,9,['消息面']
449,11,5,2,5,17,"['籌碼面', '消息面']"
450,3,2,0,3,2,['消息面']
451,2,5,5,7,13,['消息面']
452,4,2,0,4,4,['消息面']
453,8,5,6,4,17,['消息面']
454,2,2,0,2,0,"['籌碼面', '消息面']"
455,11,2,0,1,9,['消息面']
456,3,5,1,4,7,['消息面']
457,3,5,1,4,7,['消息面']
458,16,6,8,7,31,['消息面']
459,2,2,0,3,1,['消息面']
460,3,5,4,4,10,['消息面']
461,19,7,7,7,34,"['技術面', '籌碼面', '消息面']"
462,6,4,2,2,8,['消息面']
463,17,5,6,5,27,['消息面']
464,4,6,5,5,14,['消息面']
465,18,5,6,4,27,['消息面']
466,2,2,0,2,0,"['籌碼面', '消息面']"
467,3,7,4,3,11,['消息面']
468,3,5,4,4,10,['消息面']
469,2,2,1,2,1,"['籌碼面', '消息面']"
470,14,5,4,6,23,['消息面']
471,2,3,0,3,2,"['籌碼面', '消息面']"
472,3,5,0,3,5,['消息面']
473,15,7,8,3,27,['消息面']
474,6,5,1,3,9,['消息面']
475,13,7,7,8,29,['消息面']
476,2,2,0,2,0,"['籌碼面', '消息面']"
477,8,6,1,8,17,['消息面']
478,5,5,4,4,12,['消息面']
479,2,5,0,3,4,['消息面']
480,3,5,1,4,7,['消息面']
481,16,6,6,6,28,"['技術面', '籌碼面', '消息面']"
482,3,6,5,4,12,['消息面']
483,20,7,8,7,36,['消息面']
484,10,2,4,5,16,['消息面']
485,3,5,0,3,5,['消息面']
486,10,5,4,4,17,['消息面']
487,2,2,0,2,0,"['籌碼面', '消息面']"
488,3,5,0,3,5,['消息面']
489,3,5,0,3,5,['消息面']
490,3,5,0,3,5,['消息面']
491,2,5,1,4,6,['消息面']
492,17,5,7,5,28,['消息面']
493,4,6,4,4,12,['消息面']
494,3,5,0,3,5,['消息面']
495,3,5,0,3,5,['消息面']
496,18,6,6,5,29,"['籌碼面', '消息面']"
497,2,2,1,2,1,"['籌碼面', '消息面']"
498,11,5,6,4,20,['消息面']
499,13,5,7,4,23,['消息面']
500,19,7,7,7,34,"['技術面', '籌碼面', '消息面']"
501,10,5,2,4,15,['消息面']
502,16,5,7,6,28,['消息面']
503,9,5,6,4,18,['消息面']
504,4,6,0,3,7,['消息面']
505,0,4,2,3,6,['消息面']
506,7,5,0,4,10,['消息面']
507,5,5,2,4,10,['消息面']
508,3,5,1,4,7,['消息面']
509,3,5,6,4,12,['消息面']
510,8,5,5,5,17,"['技術面', '籌碼面', '消息面']"
511,10,5,4,5,18,"['籌碼面', '消息面']"
512,11,5,1,3,14,['消息面']
513,14,5,3,7,23,['消息面']
514,4,5,1,4,8,['消息面']
515,13,6,2,5,20,['消息面']
516,3,2,0,2,1,"['籌碼面', '消息面']"
517,11,6,3,5,19,['消息面']
518,11,5,3,4,17,['消息面']
519,2,2,0,2,0,"['籌碼面', '消息面']"
520,9,4,2,4,13,"['籌碼面', '消息面']"
521,10,6,3,6,19,"['籌碼面', '消息面']"
522,4,5,1,5,9,"['籌碼面', '消息面']"
523,2,2,0,2,0,"['籌碼面', '消息面']"
524,3,5,0,3,5,['消息面']
525,3,5,1,3,6,['消息面']
526,3,5,2,4,8,['消息面']
527,3,5,0,3,5,['消息面']
528,10,5,4,5,18,"['籌碼面', '消息面']"
529,2,2,0,2,0,"['籌碼面', '消息面']"
530,9,2,3,5,13,['消息面']
531,3,5,0,3,5,['消息面']
532,12,5,3,5,19,"['籌碼面', '消息面']"
533,16,6,6,7,29,['消息面']
534,3,5,1,3,6,['消息面']
535,3,5,1,4,7,['消息面']
536,3,5,1,4,7,['消息面']
537,10,3,6,4,17,['消息面']
538,10,5,1,3,13,['消息面']
539,1,2,1,0,1,['消息面']
540,2,2,0,2,0,"['籌碼面', '消息面']"
541,3,5,1,4,7,['消息面']
542,2,2,0,3,1,['消息面']
543,12,6,7,4,23,['消息面']
544,3,2,0,3,2,['消息面']
545,4,2,0,3,3,['消息面']
546,3,4,1,4,6,"['籌碼面', '消息面']"
547,5,5,3,3,10,['消息面']
548,7,2,2,3,9,['消息面']
549,3,5,0,3,5,['消息面']
550,10,5,6,4,19,['消息面']
551,4,5,1,4,8,['消息面']
552,0,1,0,1,1,"['籌碼面', '消息面']"
553,4,2,0,2,2,"['籌碼面', '消息面']"
554,13,5,2,6,20,['消息面']
555,3,5,1,4,7,['消息面']
556,6,6,4,5,15,['消息面']
557,3,3,1,5,6,['消息面']
558,5,5,1,5,10,"['籌碼面', '消息面']"
559,2,2,0,2,0,"['籌碼面', '消息面']"
560,3,5,0,3,5,['消息面']
561,6,5,3,4,12,['消息面']
562,12,6,3,5,20,['消息面']
563,4,5,1,5,9,"['籌碼面', '消息面']"
564,2,2,0,3,1,['消息面']
565,3,5,1,4,7,['消息面']
566,4,5,1,4,8,['消息面']
567,7,2,0,2,5,"['籌碼面', '消息面']"
568,10,2,5,3,15,['消息面']
569,5,5,2,4,10,['消息面']
570,7,5,6,5,17,['消息面']
571,6,2,2,3,8,['消息面']
572,13,5,5,5,22,"['技術面', '籌碼面', '消息面']"
573,5,4,3,5,11,['消息面']
574,10,6,6,7,23,['消息面']
575,2,2,0,2,0,"['籌碼面', '消息面']"
576,13,5,6,5,23,['消息面']
577,0,1,0,1,1,"['籌碼面', '消息面']"
578,11,5,4,6,20,['消息面']
579,12,5,0,3,14,['消息面']
580,8,5,1,4,12,['消息面']
581,3,5,0,3,5,['消息面']
582,2,2,0,2,0,"['籌碼面', '消息面']"
583,2,2,0,3,1,['消息面']
584,14,3,7,5,23,['消息面']
585,10,5,0,3,12,['消息面']
586,8,5,1,4,12,['消息面']
587,4,7,8,6,19,['消息面']
588,22,7,8,8,39,"['籌碼面', '消息面']"
589,14,6,8,6,28,['消息面']
590,10,5,0,3,12,['消息面']
591,3,2,0,3,2,['消息面']
592,14,4,3,4,19,"['籌碼面', '消息面']"
593,11,5,3,5,18,"['籌碼面', '消息面']"
594,10,5,1,4,14,['消息面']
595,13,5,2,5,19,"['籌碼面', '消息面']"
596,10,7,3,4,18,['消息面']
597,6,6,5,4,15,['消息面']
598,17,6,7,7,31,"['籌碼面', '消息面']"
599,9,5,6,5,19,['消息面']
600,6,6,1,4,11,['消息面']
601,16,5,7,7,29,"['籌碼面', '消息面']"
602,14,6,6,4,24,"['籌碼面', '消息面']"
603,11,5,1,3,14,['消息面']
604,3,4,1,5,7,['消息面']
605,4,5,1,3,7,['消息面']
606,0,1,0,1,1,"['籌碼面', '消息面']"
607,6,2,2,3,7,['消息面']
608,2,2,0,2,0,"['籌碼面', '消息面']"
609,13,5,5,6,23,['消息面']
610,6,5,8,6,19,['消息面']
611,4,5,1,3,7,['消息面']
612,2,2,0,3,1,['消息面']
613,11,5,2,4,16,['消息面']
614,3,2,0,3,2,['消息面']
615,4,2,0,3,3,['消息面']
616,2,5,1,4,6,['消息面']
617,10,5,6,3,18,['消息面']
618,13,6,6,4,23,"['籌碼面', '消息面']"
619,12,2,0,2,10,"['籌碼面', '消息面']"
620,2,2,2,3,3,['消息面']
621,3,5,3,4,9,['消息面']
622,14,6,6,5,25,"['籌碼面', '消息面']"
623,3,5,6,4,12,['消息面']
624,2,4,1,3,4,['消息面']
625,4,5,3,6,12,['消息面']
626,4,5,2,4,9,['消息面']
627,9,5,1,4,13,['消息面']
628,4,5,2,4,9,['消息面']
629,6,5,4,4,13,['消息面']
630,3,2,0,3,2,['消息面']
631,2,2,0,3,1,['消息面']
632,2,2,0,2,0,"['籌碼面', '消息面']"
633,3,5,1,4,7,['消息面']
634,2,4,0,3,3,['消息面']
635,0,1,0,1,1,"['籌碼面', '消息面']"
636,10,5,2,4,15,['消息面']
637,14,7,7,4,26,"['籌碼面', '消息面']"
638,12,5,8,4,23,['消息面']
639,2,5,0,3,4,['消息面']
640,7,5,2,3,11,['消息面']
641,18,5,7,8,32,['消息面']
642,0,1,0,1,1,"['籌碼面', '消息面']"
643,14,5,7,5,25,['消息面']
644,5,2,1,3,5,['消息面']
645,8,5,3,4,14,['消息面']
646,9,5,7,4,19,['消息面']
647,12,5,6,5,22,['消息面']
648,15,5,6,4,24,['消息面']
649,3,5,0,3,5,['消息面']
650,2,2,0,2,0,"['籌碼面', '消息面']"
651,10,5,8,4,21,['消息面']
652,3,2,0,4,3,['消息面']
653,3,5,0,3,5,['消息面']
654,4,5,1,4,8,['消息面']
655,10,5,1,3,13,['消息面']
656,4,5,3,4,10,['消息面']
657,7,2,2,3,8,['消息面']
658,16,6,4,5,25,['消息面']
659,2,5,0,3,4,['消息面']
660,2,2,4,3,5,['消息面']
661,3,2,0,3,2,['消息面']
662,4,5,5,4,12,"['籌碼面', '消息面']"
663,6,5,1,5,11,"['籌碼面', '消息面']"
664,9,3,3,7,16,['消息面']
665,8,4,7,7,20,"['籌碼面', '消息面']"
666,3,5,1,4,7,['消息面']
667,7,5,3,3,12,['消息面']
668,3,5,0,3,5,['消息面']
669,3,5,1,4,7,['消息面']
670,1,1,0,1,2,"['籌碼面', '消息面']"
671,3,2,0,3,2,['消息面']
672,15,3,7,3,22,['消息面']
673,2,3,1,4,4,['消息面']
674,8,3,1,3,9,"['籌碼面', '消息面']"
675,12,5,2,6,19,['消息面']
676,7,5,0,3,9,['消息面']
677,3,5,0,3,5,['消息面']
678,12,5,8,6,25,['消息面']
679,9,3,1,4,11,['消息面']
680,4,5,2,4,9,['消息面']
681,5,5,1,5,10,"['籌碼面', '消息面']"
682,4,5,1,4,8,['消息面']
