"證券名稱","證券代碼","殖利率","本益比","股價淨值比","CAPM_Beta.一年"
"泓格","3577",2.35,32.39,1.59,0.3948
"友威科","3580",7.33,10.36,1.33,1.5059
"博磊","3581",4.68,14.24,1.05,0.8528
"閎康","3587",3.92,18.7,1.72,1.4909
"磐儀","3594",1.49,28.31,0.95,0.9339
"映興","3597",5.11,15.86,1.28,0.4152
"東林","3609",0,688.33,1.27,0.4846
"鼎翰","3611",5.05,11.04,2.66,1.0592
"安可","3615",0,0,0.41,0.7463
"富晶通","3623",0,0,0.9,0.8758
"光頡","3624",2.44,23.52,1.33,1.5474
"西勝","3625",3.13,17.34,1.11,1.2875
"盈正","3628",3.39,33.52,0.9,0.5544
"地心引力","3629",0,43.88,4.52,0.1916
"新鉅科","3630",0,33.77,2.24,1.5793
"晟楠","3631",0,0,3.14,1.005
"研勤","3632",0,0,1.57,0.9674
"駿熠電","3642",0,0,1.76,0.569
"艾恩特","3646",5.48,13.72,1.31,0.4129
"精聯","3652",0.97,41.14,0.62,1.0082
"鑫科","3663",5.03,15.67,1.22,0.8648
"安瑞-KY","3664",0,0,0.93,0.9584
"光耀","3666",0,0,1.01,0.879
"康聯訊","3672",1.63,0,1,0.2046
"德微","3675",2.83,19.21,2.05,0.5194
"家登","3680",1.1,60.71,7.37,1.5332
"榮昌","3684",5.92,7.65,1.68,0.9439
"元創精密","3685",1.02,78.6,1.63,1.0545
"歐買尬","3687",0.16,352.5,2.1,1.4508
"湧德","3689",2.42,26.82,0.57,1.0625
"碩禾","3691",2.08,31.27,1.28,1.4399
"營邦","3693",0,53.91,0.86,1.1352
"漢磊","3707",0,0,2.34,1.2521
"鑫聯大投控","3709",4.91,10.65,1.37,0.5477
"連展投控","3710",0,0,0.7,0.9539
"永日","4102",0,24.59,2.05,0.2343
"東洋","4105",5.53,20.9,3.14,0.7308
"邦特","4107",3.67,16.27,3.04,0.928
"加捷生醫","4109",0,0,1.44,1.0062
"濟生","4111",3.62,21.73,1.47,0.3671
"聯上","4113",0,0,0.78,1.1325
"健喬","4114",4.13,115.24,1.6,0.5748
"明基醫","4116",4.35,21.99,1.31,0.9271
"友華","4120",4,15.73,1.22,0.7865
"優盛","4121",0.9,63.57,1.46,0.5298
"晟德","4123",3.94,0,1.58,1.1411
"太醫","4126",6.42,11.05,1.97,0.4516
"天良","4127",0,0,1.2,0.7386
"中天","4128",0,0,1.33,0.6298
"聯合","4129",2.34,32.62,1.1,0.8568
"健亞","4130",2.33,89.06,2.1,0.7546
"晶宇","4131",0,0,1.53,0.5165
"曜亞","4138",7.17,12.47,1.09,0.5344
"馬光-KY","4139",3.45,25.22,3.21,0.2876
"中裕","4147",0,0,6.88,1.2038
"台微體","4152",0,0,7.5,0.7953
"鈺緯","4153",0,34.87,1.73,1.1783
"康樂-KY","4154",0,0,3.76,0.5769
"太景*-KY","4157",0,0,16.6,0.5998
"創源","4160",2.26,40.13,2.12,0.5801
"聿新科","4161",1.89,289.09,2.01,1.0871
"智擎","4162",0.88,195.17,2.37,1.5252
"鐿鈦","4163",5.65,13.7,2.71,0.8607
"展旺","4167",0,69.86,3,0.8651
"醣聯","4168",0,0,1.12,1.1739
"瑞基","4171",0,102.75,15.01,0.5895
"久裕","4173",4.62,15.92,0.76,0.7964
"浩鼎","4174",0,0,3.74,1.184
"杏一","4175",4.99,15.36,2.24,0.5563
"福永生技","4183",3.69,23.4,1.51,0.7586
"安克","4188",0,0,1.76,0.8668
"杏國","4192",0,0,4.63,0.7094
"環瑞醫","4198",0,0,1.09,0.2773
"中華食","4205",3.45,22.54,4.36,0.4864
"環泰","4207",6.6,27.18,0.89,0.3774
"信立","4303",6.38,11.53,1.32,0.6029
"勝昱","4304",0,0,1.07,0.106
"世坤","4305",6.31,14.23,1.79,0.2794
"東隆興","4401",4.51,15.2,1.25,1.2853
"福大","4402",0,0.76,0.64,0.5098
"新昕纖","4406",0,0,0.68,0.1708
"飛寶企業","4413",0.64,8.84,1.24,0.129
"三圓","4416",1.24,0,3.31,0.0935
"金洲","4417",6.6,8.44,1.09,0.581
"元勝","4419",0,0,2.01,0.1958
"光明","4420",8.25,1.78,0.73,0.7255
"聚紡","4429",0,0,1.61,0.1607
"耀億","4430",6.1,3.53,0.66,0.8898
"銘旺實","4432",0,0,0.53,1.2494
"興采","4433",3.05,65.6,1.55,1.2183
"健信","4502",0.79,846.67,3.64,0.8819
"金雨","4503",0,24.33,1.28,1.0362
"崇友","4506",4.8,14.66,2.34,0.4308
"高鋒","4510",0,0,0.52,0.9345
"福裕","4513",0,0,0.68,0.6385
"永彰","4523",0,0,1.04,1.013
"方土霖","4527",6.35,11.78,1.41,0.4102
"江興鍛","4528",4.68,12.58,1.48,0.957
"淳紳","4529",0,0,0.99,1.2119
"宏易","4530",0,0,1.66,0.552
"協易機","4533",2.29,90.83,0.71,0.6565
"慶騰","4534",0,0,0.73,1.0965
"至興","4535",4.12,33.29,0.84,0.6366
"大詠城","4538",5.26,17.88,1.06,0.5349
"晟田","4541",3.85,24.59,0.71,0.6254
"科嶠","4542",5.74,12.98,1.04,0.4092
"萬在","4543",4.38,50,0.6,0.8891
"桓達","4549",5.61,13.95,2.19,0.6627
"長佳","4550",6.4,9.48,1.23,0.7035
"橙的","4554",0.52,77.4,1.07,1.0205
"旭然","4556",2.03,34.5,1.81,0.4588
"健椿","4561",0.98,57.73,1.61,0.6996
"百德","4563",0,0,1.2,0.7779
"科際精密","4568",5.96,11.72,1.57,0.5781
"捷流閥業","4580",5.64,11.09,2.67,0.8126
"唐鋒","4609",0,0,1.58,0.9436
"中美實","4702",0,10.44,0.82,0.9627
"大恭","4706",3.64,16.02,0.91,0.5377
"磐亞","4707",5.11,13.56,0.86,0.5121
"永純","4711",4.32,25.27,0.78,0.2925
"南璋","4712",0,0,1.57,0.8163
"永捷","4714",6.19,9.67,1.35,1.1026
"大立","4716",3.51,33.14,1.17,0.4935
"美琪瑪","4721",4.54,18.42,3.28,1.4876
"永昕","4726",0,0,2.64,0.9996
"雙美","4728",1.87,43.7,6.47,1.1217
"熒茂","4729",0,0,1.3,0.8713
"豪展","4735",3.35,19.21,4.86,0.476
"泰博","4736",3.38,25.78,3.98,0.7649
"泓瀚","4741",5.76,22.08,0.95,0.6565
"合一","4743",0,0,4.09,1.0233
"皇將","4744",4.51,17.32,1.75,0.6124
"合富-KY","4745",4.98,9.01,1.03,1.0585
"強生","4747",3.89,21.51,1.64,0.4067
"國碳科","4754",5.47,16.02,3.14,0.5499
"勤凱","4760",1.44,53.53,4.96,1.537
"誠泰科技","4767",4.18,12.45,1.01,0.4101
"VHQ-KY","4803",6.72,7.18,1.61,1.4827
"大略-KY","4804",0,108.63,0.82,0.547
"昇華","4806",0,0,0.85,-0.0455
"聯光通","4903",0,0,1.37,0.9527
"台聯電","4905",3.03,34.38,0.61,0.5878
"富宇","4907",4.78,18.59,1.53,0.9724
"前鼎","4908",2.88,19.66,1.96,1.5645
"新復興","4909",2.01,498.33,0.55,1.3242
"德英","4911",0,0,2.44,0.5559
"欣厚-KY","4924",0,0,0.77,0.6112
"新盛力","4931",5.47,12.39,1.93,1.3718
"友輝","4933",5.36,16.64,0.53,1.1633
"亞電","4939",1.82,38.19,0.96,1.5786
"兆遠","4944",0,0,2.67,1.2446
"辣椒","4946",0,0,4.19,0.9773
"昂寶-KY","4947",3.16,19.35,3.2,0.387
"牧東","4950",0,0,0.57,0.4963
"緯軟","4953",4.1,12.52,2.46,1.4684
"譜瑞-KY","4966",2.02,24.28,4.98,1.2389
"IET-KY","4971",1.96,33.84,1.3,1.5211
"湯石照明","4972",7.26,29.31,1.18,0.5356
"廣穎","4973",4.63,17.27,0.9,1.2893
"亞泰","4974",6.12,9.98,1.57,1.1859
"華星光","4979",0,0,1.98,1.7118
"科誠","4987",6.32,10.54,1.44,0.5815
"環宇-KY","4991",0.9,18.68,1.44,1.5238
"晶達","4995",8.17,10.94,2.12,0.623
"榮剛","5009",3.04,25.7,0.84,0.4531
"久陽","5011",0,0,1.22,0.2399
"強新","5013",2.11,19.07,1.22,0.0979
"建錩","5014",0,93.56,0.82,1.2276
"華祺","5015",6.92,14.28,1.78,0.7415
"松和","5016",4.74,14.35,1.05,0.426
"富強","5102",3.95,23.03,1,0.2766
"凱衛","5201",0.86,17.69,2.97,0.6297
"力新","5202",0,0,1.25,0.1744
"中茂","5205",0,0,14.95,-0.0243
"坤悅","5206",6.6,5.99,0.83,0.7727
"新鼎","5209",5.03,15.3,5.96,0.724
"寶碩","5210",0,0,0.64,0.9698
"蒙恬","5211",2.95,24.2,0.83,0.937
"凌網","5212",3.87,22.7,4.33,0.8699
"亞昕","5213",0,43.68,0.68,0.8373
"萬達光電","5220",5.19,13.5,1.61,0.7935
"安力-KY","5223",3.53,9.52,0.98,1.0693
"立凱-KY","5227",0,0,1.69,1.2126
"雷笛克光學","5230",2.51,29.94,0.98,0.7083
"智晶","5245",4.82,89,1.33,1.3119
"天鉞電","5251",0,0,0.63,0.7212
"智崴","5263",4.79,17.81,2.2,1.0372
"笙科","5272",0,94.75,1.15,1.2799
"信驊","5274",1.92,46.95,14.86,0.9829
"達輝-KY","5276",0,0,0.73,0.1474
"尚凡","5278",10.16,8.41,5.58,1.2396
"大峽谷-KY","5281",2.19,26.82,0.98,1.1658
"數字","5287",5.91,15.31,5.26,0.6132
"宜鼎","5289",4.22,14.35,3.26,1.16
"邑昇","5291",4.92,11.96,1.16,1.1538
"杰力","5299",4.62,15.3,4.43,1.583
"寶得利","5301",0,0,1.23,0.3689
"太欣","5302",0,0,0.62,1.1444
"鼎創達","5304",0,0,0.65,0.7169
"桂盟","5306",5.01,11.24,2.15,0.7951
"系統電","5309",0,0,3.78,1.6202
"天剛","5310",0,0,3,0.1517
"寶島科","5312",6.37,9.95,1.49,0.7138
"世紀","5314",0,0,1.41,0.0616
"光聯","5315",6.06,15,1.06,0.7451
"友銓","5321",0,15.78,1.58,0.5124
"士開","5324",0,0,1.31,0.6056
"華容","5328",0,0,0.96,1.5693
"建榮","5340",0,79.83,5.4,1.6336
"立衛","5344",0,0,1.81,0.9729
"天揚","5345",0,0,0.98,0.55
"世界","5347",4.58,19.23,3.73,0.8594
"系通","5348",0,0,1.16,-0.1545
"先豐","5349",0,0,1.61,1.5544
"鈺創","5351",0,0,1.24,1.408
"台林","5353",7.87,12.43,1.11,0.5903
"佳總","5355",0,0,0.53,0.7513
"協益","5356",7.63,13.8,0.65,0.8858
"力麗店","5364",0,0,1.01,0.003
"中光電","5371",6.29,12.98,0.68,0.8926
"合正","5381",0,0,0.81,0.842
"金利","5383",0,0,2.86,1.1431
"青雲","5386",3.19,47.42,1.98,1.3126
"應華","5392",2.88,18.69,0.75,1.2536
"慕康生醫","5398",1.22,48.24,2.17,0.2844
"中菲","5403",6.75,11.59,2.13,0.527
"國眾","5410",7.48,10.34,1.49,0.6547
"台半","5425",3.89,16.83,1.63,1.5067
"振發","5426",0,0,0.7,0.5361
"達威","5432",0,4.75,0.98,0.5524
"東友","5438",3.48,28.75,0.79,0.3394
"高技","5439",5.15,17.33,2.33,1.1767
"均豪","5443",8.17,12.15,1.27,1.2272
"寶聯通","5450",0,25.52,1.58,1.1772
"佶優","5452",3.54,25.88,0.49,0.9091
"昇益","5455",0,5.87,2.16,-0.0219
"宣德","5457",0.68,33.61,5.19,1.6633
"同協","5460",5.02,15.21,0.83,0.3706
"霖宏","5464",4.29,0,0.73,0.9269
"富驊","5465",7.27,14.95,0.99,0.981
"凱鈺","5468",0,0,1.81,0.0826
"聰泰","5474",5.54,10.52,2.5,0.9825
"德宏","5475",0,0,0.64,0.9347
"智冠","5478",4.49,17.82,1.82,0.8616
"新華","5481",0,0,1.1,0.5914
"中美晶","5483",5.74,22.56,1.91,1.3161
"通泰","5487",3.18,11.67,1.36,0.803
"松普","5488",0,0,0.52,0.9837
"彩富","5489",4.69,16.41,1.42,0.2556
"同亨","5490",5.81,9.49,1.64,1.269
"三聯","5493",6.14,9.42,1.42,0.7663
"凱崴","5498",2.84,25.12,1.02,1.228
"永信建","5508",5.75,15.65,1.56,0.5432
"德昌","5511",7.55,6.15,0.8,0.6068
"力麒","5512",6.37,8.41,0.51,0.7475
"三豐","5514",7.69,9.75,1.25,0.5301
"雙喜","5516",2.02,17.27,1.12,0.3576
"力泰","5520",5.82,15.51,1.08,0.2956
"豐謙","5523",2.78,60,0.93,0.8633
"志嘉","5529",0,0,0.9,0.5915
"龍巖","5530",5.41,10.13,1.26,0.6007
"聖暉","5536",6.82,11.48,2.65,0.6985
"崇佑-KY","5543",3.8,33.41,1.22,0.1765
"台聯櫃","5601",0.81,108.33,1.24,0.0147
"陸海","5603",0,0,0.68,0.2723
"中連貨","5604",11.14,8.25,2.02,0.1558
"中菲行","5609",5.04,8.44,1.59,0.7918
"劍湖山","5701",0,0,0.48,0.343
"亞都","5703",0,0,2.13,0.53
"老爺知","5704",3.4,27.33,1.93,0.1928
"日盛金","5820",5.87,14.97,0.76,0.6156
"致和證","5864",6.51,14.82,0.57,0.6962
"台名","5878",6.51,15.16,2.15,0.1087
"德記","5902",0,17.16,1.18,0.6649
"全家","5903",2.91,27.2,8.33,0.1528
"寶雅","5904",3.44,25.18,15.09,0.6054
"南仁湖","5905",2.33,25.29,0.69,0.9319
"宏遠證","6015",2.51,14.93,0.53,0.4201
"康和證","6016",5.75,14.81,0.57,0.6
"大展證","6020",2.64,0,0.81,0.3429
"大慶證","6021",0,143.33,0.85,0.2711
"元大期","6023",5.83,11.73,1.4,0.4119
"福邦證","6026",8.25,8.48,0.67,0.7923
"寬魚國際","6101",0,620,2.14,0.4702
"合邦","6103",0,30.67,2.4,-0.0881
"創惟","6104",5.67,15.88,2.22,1.1775
"亞元","6109",0,40.6,0.96,0.7521
"大宇資","6111",4.19,10.58,4.38,1.3666
"亞矽","6113",0,0,0.57,0.9804
"久威","6114",5.11,5.66,0.82,1.0802
"建達","6118",0,0,0.77,1.2828
"新普","6121",4.76,14.48,2.35,1.0858
"擎邦","6122",5.32,17.1,0.91,0.8886
"上奇","6123",8.86,10.99,2.28,0.7952
"業強","6124",0,26.39,2.03,1.4938
"廣運","6125",2.91,3.18,0.95,1.0286
"信音","6126",4.55,12.62,1.4,0.8691
"九豪","6127",0,0,1.66,1.5655
"普誠","6129",0,0,0.62,1.2494
"星寶國際","6130",0,0,3.01,0.3857
"萬旭","6134",0,78.25,0.89,0.8162
"茂達","6138",6.06,14.47,2.42,1.2912
"訊達","6140",0,124.38,0.94,0.7662
"振曜","6143",7.72,12.81,1.46,1.0826
"得利影","6144",0,0,1.47,0.2346
"耕興","6146",3.08,26.82,4.99,0.7237
"頎邦","6147",7.06,9.63,1.27,1.0963
"驊宏資","6148",2.9,17.25,0.95,0.9281
"撼訊","6150",0,0,4.17,1.2761
"晉倫","6151",5.18,14.51,1.18,0.5252
"順發","6154",4.9,30.63,0.81,0.6103
"松上","6156",1.75,10.8,0.81,0.8449
"禾昌","6158",1.51,992.5,1.33,1.2596
"欣技","6160",0,0,1.04,0.8254
"捷波","6161",4.74,8.15,1.13,0.9188
"華電網","6163",2.03,19.67,1.01,1.0471
"久正","6167",0,6.42,0.69,1.1045
"昱泉","6169",0,0,3.88,1.0758
"統振","6170",5.5,17.03,1.23,1.4025
"亞銳士","6171",1.41,532.5,1.51,1.2624
"信昌電","6173",3.07,17.06,2.35,1.5568
"安碁","6174",0,557.5,1.02,0.6792
"立敦","6175",2.54,22.13,1.31,1.4575
"亞通","6179",4.84,30.69,1.75,0.1093
"橘子","6180",5.02,11.98,2.18,0.9944
"合晶","6182",5.5,19.58,1.79,1.4725
"幃翔","6185",2.95,39.42,1.06,1.3591
"新潤","6186",3.13,7.6,1.79,0.8002
"萬潤","6187",3.59,37.95,2.03,1.1027
"廣明","6188",5.62,19.24,1.26,1.4765
"萬泰科","6190",4.92,15.33,1.32,0.7948
"育富","6194",4.57,14.15,0.81,0.5701
"詩肯","6195",5.79,13.82,1.43,0.9417
"凌泰","6198",0,0,2.54,0.193
"天品","6199",1.69,148.13,1.02,0.0631
"海韻電","6203",5.89,11.47,1.96,1.0614
"海韻電","6203",5.89,11.47,1.96,1.0527
"艾華","6204",7.81,24.38,0.77,1.0058
"艾華","6204",7.81,24.38,0.77,0.6334
"雷科","6207",5.3,16.18,1.23,0.9276
"日揚","6208",6.83,10.83,1.32,0.8636
"日揚","6208",6.83,10.83,1.32,1.0516
"慶生","6210",6.55,9.52,2.02,0.9054
"理銘","6212",0,232.75,2.22,0.185
"中探針","6217",3.17,22.66,1.35,1.58
"豪勉","6218",6.98,13.73,1.21,0.4552
"富旺","6219",7.06,12.77,1.38,0.4869
"岳豐","6220",10.5,13.8,1,1.1347
"晉泰","6221",4.51,14.13,2.72,0.8062
"上揚","6222",0,28.6,2.02,0.2862
"旺矽","6223",3.47,13.45,1.32,1.5391
"茂綸","6227",4.5,13.21,1.04,1.1562
"全譜","6228",0,0,0.98,0.4455
"研通","6229",4.17,21.53,0.98,0.8933
"系微","6231",2.91,29.66,3.77,1.4616
"旺玖","6233",0,278.75,1.02,1.5756
"高僑","6234",5.26,11.4,0.86,1.2212
"康呈","6236",0,0,2.87,0.05
"驊訊","6237",1.5,0,0.9,1.1657
"勝麗","6238",2.08,28.96,3.91,1.4791
"松崗","6240",0,0,0.91,0.6431
"易通展","6241",0,552.5,1.68,0.3769
"立康","6242",5.26,14.34,1.73,0.4892
"茂迪","6244",0,0,1.04,1.1155
"立端","6245",5.03,13.33,2.07,1.4673
"臺龍","6246",0,0,0.71,0.7436
"淇譽電","6247",0,0,0.94,0.1203
"沛波","6248",7.82,9.74,2.07,0.5226
"百徽","6259",0,3.25,1.13,0.2354
"久元","6261",5.11,18.75,1.3,0.9543
"普萊德","6263",7.13,12.88,2.8,0.5393
"富裔","6264",0,0,0.65,0.3161
"方土昶","6265",0,21.85,0.51,0.9278
"泰詠","6266",7.38,12.16,1.35,1.0738
"倍微","6270",8.28,16.19,0.84,0.3846
"台燿","6274",3.13,21.68,3.71,1.3414
"元山","6275",0,22.4,1.21,1.322
"安鈦克","6276",3.67,20.76,1.63,1.2061
"胡連","6279",5.6,14.94,1.61,1.1109
"佳邦","6284",1.57,23.73,0.95,1.7152
"元隆","6287",0,0,4.34,0.8652
"良維","6290",2.26,10.41,2.24,1.6099
"沛亨","6291",0,0,3.56,0.0918
"迅德","6292",9.67,20.11,1.8,0.7426
"智基","6294",7.88,11.39,4.18,0.4163
"通訊-KY","6404",0,0,1.23,0.274
"晶焱","6411",5.45,13.83,2.76,1.2199
"韋僑","6417",1.89,22.56,2.57,0.3766
"詠昇","6418",3.8,73.06,0.92,0.7739
"京晨科","6419",0,0,0.8,1.0229
"易發","6425",1.94,0,1.04,0.9712
"統新","6426",1.35,53.24,4.32,1.9854
"今展科","6432",4.47,12.33,1.27,1.366
"大中","6435",4.55,15.34,3.56,1.5366
"迅得","6438",2.4,53.42,2.18,1.4469
"廣錠","6441",0.54,1167.5,4.15,1.3814
"藥華藥","6446",0,0,11.43,1.2986
"紘康","6457",2.09,45.83,5.18,0.7722
"益得","6461",0,0,1.11,0.7712
"神盾","6462",4.65,14.33,4.39,1.5328
"威潤","6465",0,927.5,3.46,0.1233
"大樹","6469",3.43,25.14,2.94,0.6713
"宇智","6470",6.11,12.1,2.01,0.9334
"保瑞","6472",3.21,19.75,3.71,1.1081
"弘煜科","6482",0,0,1.8,0.7129
"點序","6485",1.74,20.1,1.17,1.0175
"互動","6486",8.03,12.7,2.47,0.6823
"環球晶","6488",6.56,13.16,4.53,1.2852
"生華科","6492",0,0,8.16,0.5282
"九齊","6494",6.22,12.13,1.53,0.8359
"科懋","6496",3.13,22.07,1.18,0.8971
"亞獅康-KY","6497",0,0,0,1.0547
"益安","6499",0,0,1.87,1.1915
"雙邦","6506",6.04,13.09,1.21,0.3837
"惠光","6508",5.53,11.15,1.28,0.4494
"聚和","6509",3.88,14.92,1.15,0.7526
"精測","6510",1.49,31.09,3.33,1.4118
"啟發電","6512",0,0,0.68,0.3554
"芮特-KY","6514",5.2,11.82,2.55,1.4791
"勤崴國際","6516",1.26,1060,3.02,0.6674
"達爾膚","6523",5.71,16.25,2.33,1.1765
"明達醫","6527",4.9,12.21,1.8,1.0474
"創威","6530",5.56,24,1.34,0.6461
"瑞耘","6532",3.04,22.51,3.35,1.4372
"順藥","6535",0,0,3.62,0.9619
"倉和","6538",2.11,24.28,4.88,1.5831
"隆中","6542",0,0,3.51,0.8622
"高端疫苗","6547",0,0,9.67,0.032
"長科*","6548",3.97,18.14,2.25,1.0596
"勝品","6556",3.83,18.43,1.3,0.0999
"欣普羅","6560",6.78,17.25,1.58,0.6814
"是方","6561",2.74,37.17,6.68,0.4506
"宏觀","6568",5.02,13.5,2.14,1.1804
"醫揚","6569",4.9,15.95,3.79,0.498
"維田","6570",6.3,13.19,2.21,0.658
"霈方","6574",2.04,14.9,2.11,0.1008
"逸達","6576",0,0,5.82,0.8473
"勁豐","6577",6.94,13.33,2.58,0.5906
"達邦蛋白","6578",2.44,28.47,0.86,0.7694
"台康生技","6589",0,0,4.74,1.0296
"普鴻","6590",6.14,12.59,1.81,0.5131
"台灣銘板","6593",2.17,0,0.99,0.3893
"展匯科","6594",4.69,16.76,1.1,0.7756
"寬宏藝術","6596",9,6.23,1.97,1.0447
"富強鑫","6603",1.01,99.4,0.73,0.5925
"瀧澤科","6609",3.85,13.98,0.88,0.9295
"奈米醫材","6612",0.68,30.16,3.97,1.0366
"朋億","6613",6.67,10.24,2.27,0.7318
"慧智","6615",4.11,21.35,2.61,0.7824
"特昇-KY","6616",11.39,6.76,1.65,0.8044
"萬年清","6624",5.01,12.64,2.05,0.8276
"泰金-KY","6629",6.75,10.48,2.2,0.3707
"均華","6640",6.4,15.53,1.45,0.564
"富致","6642",4.48,17.01,1.95,1.0427
"M31","6643",2.72,26.9,5.8,1.4869
"台生材","6649",0,0,1.86,1.1344
"天正國際","6654",2.34,75,1.92,0.6489
"樂斯科","6662",3.52,24.66,2.96,0.6431
"群翊","6664",6.91,11.26,1.84,0.991
"信紘科","6667",2.62,66.26,3.54,1.5241
"鈺太","6679",1.49,35,5.99,1.2891
"鑫創電子","6680",4.81,20.38,2.88,0.4255
"雍智科技","6683",1.75,29.17,4.59,1.6742
"安碁資訊","6690",2.3,35.1,4.13,1.4277
"東捷資訊","6697",4.88,15.95,2.15,1.1862
"應廣","6716",3.9,21.57,3.82,0
"崑鼎","6803",5.16,17.2,2.72,0.5062
"邑錡","7402",3.43,32.71,2.4,0.3077
"佑華","8024",0,0,0.61,0.8502
"鈦昇","8027",0,0,2.49,0.9003
"光菱","8032",4.97,15.17,0.73,0.5061
"榮群","8034",0.68,30.47,2.86,0.8732
"長園科","8038",0,0,3.14,1.152
"九暘","8040",1.17,0,1.68,1.1886
"金山電","8042",0.81,1241.67,1.17,0.9566
"蜜望實","8043",1.72,29.9,0.94,1.5827
"網家","8044",0.68,74.1,3.97,1.0775
"星雲","8047",0,0,0.85,0.3468
"德勝","8048",7.42,10.63,1.94,0.8177
"晶采","8049",8.51,9.44,1.52,0.7978
"廣積","8050",5.24,18.02,1.33,0.8109
"安國","8054",4.17,0,0.44,0.7876
"凱碩","8059",0,60.22,1.32,1.4523
"東捷","8064",6.87,11.19,0.88,1.1715
"來思達","8066",9.16,9.52,2.67,0.6746
"志旭","8067",0,0,0.98,0.2181
"全達","8068",0,0,3.02,0.5499
"元太","8069",6.26,11.75,1.25,1.1465
"能率網通","8071",3.8,9.74,0.88,1.114
"鉅橡","8074",5.97,27.02,1,0.6707
"伍豐","8076",3.48,27.86,1.84,1.1956
"洛碁","8077",0,18.18,0.64,-0.0677
"永利聯合","8080",0,0,6.75,0.4486
"瑞穎","8083",5.84,16.94,4.32,0.3911
"巨虹","8084",0,0,5.54,0.7325
"福華","8085",0,0,0.4,0.694
"宏捷科","8086",1.86,28.39,3.52,1.6751
"華鎂鑫","8087",0,162.25,0.68,0.5023
"品安","8088",6.56,13.38,1.95,1.4916
"翔名","8091",2.84,16,1,1.0879
"建暐","8092",0,0,0.9,0.7801
"保銳","8093",0,0,0.71,0.8002
"擎亞","8096",3.39,20.34,0.7,1.1094
"常珵","8097",0,0,1.17,0.8248
"大世科","8099",6.18,11.81,1.15,0.5416
"大億金茂","8107",5.8,7.4,0.86,0.9547
"博大","8109",5.76,13.87,3.14,0.7616
"立碁","8111",4.81,15.08,0.88,1.1327
"越峰","8121",0,0,1.43,1.1288
"正淩","8147",0,0,1.63,0.4493
"博智","8155",2.16,37.44,5.32,1.3116
"天宇","8171",1.95,2.67,1.02,0.3698
"智捷","8176",1.52,47.05,0.95,1.1172
"加高","8182",3.45,20.57,1.09,1.4581
"精星","8183",2.54,13.11,1.1,1.3858
"新漢","8234",3.06,14.22,1.25,0.9916
"華宏","8240",5.37,11.52,0.64,1.2855
"朋程","8255",5.19,26.84,1.77,0.9615
"商丞","8277",0,0,0.73,1.352
"生展","8279",2.76,15.05,2.03,1.0546
"泰藝","8289",0,0,0.64,0.9866
"尚茂","8291",0,0,1.25,0.088
"群聯","8299",4.59,12.3,1.92,1.4914
"益張","8342",7.25,15.84,2.18,0.377
"恒耀","8349",4.5,20.56,1.39,0.9859
"冠好","8354",3.97,14.12,0.8,0.3274
"金居","8358",4.73,26.94,2.08,1.415
"千附","8383",7.04,14.14,1.23,0.7375
"金益鼎","8390",6.61,11.63,0.91,0.8119
"白紗科","8401",4.17,26.09,0.82,0.3287
"盛弘","8403",2.08,25.13,1.96,0.622
"金可-KY","8406",2.17,12.44,1.39,1.1255
"商之器","8409",0,0,1.77,0.936
"森田","8410",3.9,16.29,0.98,0.711
"大國鋼","8415",5.44,31.79,1.55,0.059
"實威","8416",6.17,12.02,3,0.7559
"捷必勝-KY","8418",0,0,0.87,0.111
"明揚","8420",5.27,11.57,1.36,0.6017
"旭源","8421",0,0,0.84,0.2923
"保綠-KY","8423",5.9,12.19,1.1,0.2424
"惠普","8424",7.69,10.38,1.77,0.5097
"紅木-KY","8426",0,23.9,0.78,0.8499
"匯鑽科","8431",0,0,3.15,1.4487
"東生華","8432",2.6,31.79,2.53,0.4824
"弘帆","8433",4.68,10.35,1.66,0.9978
"鉅邁","8435",6.7,14.29,2.16,0.3991
"大江","8436",3.4,17.68,4.28,1.2358
"大地-KY","8437",4.02,12.55,3.29,0.7453
"綠電","8440",3.15,25.92,0.92,0.7203
"綠河-KY","8444",3.69,0,1.14,0.639
"華研","8446",8.22,10.71,4.37,0.801
"霹靂","8450",0,0,0.84,0.8615
"大拓-KY","8455",0.78,8.05,0.91,0.7966
"夠麻吉","8472",5.87,15.92,0.96,0.6058
"台境","8476",0,0,3.07,0.5726
"創業家","8477",2.64,33.86,2.97,0.8165
"三貝德","8489",2.43,22.41,3.35,1.3829
"裕國","8905",6.69,14.66,0.64,0.5915
"花王","8906",1.41,45.65,1.26,-0.0176
"欣雄","8908",4.3,20.87,3.39,0.3761
"光隆","8916",7.29,10.04,1.21,0.5364
"欣泰","8917",3.28,20.4,3.6,0.0917
"沈氏","8921",4.62,26,0.69,0.0125
"時報","8923",5.48,15.5,1.08,0.2341
"大田","8924",9.09,7.19,1.54,1.1356
"北基","8927",1.32,54.29,1.34,0.3265
"鉅明","8928",7.21,10.55,1.65,0.8864
"富堡","8929",1.43,140.2,1.9,0.5952
"青鋼","8930",5.19,32.08,0.82,0.5863
"大汽電","8931",3.83,20.8,1.88,0.4236
"宏大","8932",0,0,1.05,0.3898
"愛地雅","8933",0,0,1.16,1.4448
"衡平","8934",0,35.65,1.1,0.5786
"邦泰","8935",0,28.2,0.89,0.4704
"國統","8936",1.28,22.22,1.03,1.0522
"合騏","8937",1.34,0,1.34,0.4592
