證券代碼,證券名稱,本益比,殖利率,股價淨值比,CAPM_Beta.一年,調整_殖利率,調整_本益比,調整_淨值比,beta,labels,category
1410,南染,28.45,3.41,1.69,0.2767,-0.05860435159369664,-0.035382915753336235,-0.03258094338119397,-1.497155411088371,4,4
1413,宏洲,13.17,0.0,0.75,0.7357,-1.1892836458640592,-0.19149717514801431,-0.5093986452320273,-0.329474694103701,4,4
1414,東和,35.71,3.29,0.43,0.8186,-0.09839365227183267,0.038791791262721566,-0.6717195650110345,-0.11857985436943279,4,4
1416,廣豐,0.0,11.54,0.49,0.7558,2.637120769350011,-0.32605377175978856,-0.6412843925524706,-0.27834096335992786,0,0
1417,嘉裕,4.68,6.4,0.47,0.7398,0.9328123903031899,-0.278238671369272,-0.6514294500386586,-0.3190444306186528,0,0
1418,東華,0.0,0.0,0.52,-0.0551,-1.1892836458640592,-0.32605377175978856,-0.6260668063231886,-2.3412435633661786,4,4
1419,新紡,29.53,2.62,1.31,0.4327,-0.3205505810580916,-0.02434866181706316,-0.22533703561876484,-1.1002966053158036,4,4
1423,利華,0.0,1.16,0.61,0.2714,-0.8046537393087453,-0.32605377175978856,-0.5804140476353428,-1.5106384346178239,4,4
1432,大魯閣,0.0,0.0,0.72,0.8346,-1.1892836458640592,-0.32605377175978856,-0.5246162314613092,-0.07787638711070786,4,4
1434,福懋,10.1,8.04,0.81,0.5849,1.4765994995710472,-0.22286306365204978,-0.4789634727734634,-0.7131048730171832,0,0
1435,中福,51.75,0.0,1.15,0.5379999999999999,-1.1892836458640592,0.2026708960199622,-0.30649749550826844,-0.8324169114193206,4,4
1436,華友聯,15.14,6.74,1.32,0.5604,1.0455487422245748,-0.17136987861610883,-0.2202645068756709,-0.7754320572571055,0,0
1437,勤益控,4.63,5.49,0.63,0.8963,0.6310768601606592,-0.27874951645891427,-0.570268990149155,0.0790863585057499,0,0
1438,裕豐,0.0,0.0,2.23,0.2142,-1.1892836458640592,-0.32605377175978856,0.24133560874588061,-1.656153330067765,4,4
1439,中和,3.47,13.77,1.19,0.7203,3.376538606952037,-0.290601122538615,-0.2862073805358925,-0.36865178134022364,0,0
1440,南紡,138.83,2.4,0.56,0.8513,-0.39349763230134077,1.092358704140942,-0.6057766913508127,-0.035392143159413934,4,4
1441,大東,0.0,46.41,0.65,0.9121,14.199228391405008,-0.32605377175978856,-0.560123932662967,0.11928103242374082,0,0
1442,名軒,48.03,6.31,0.95,0.7148,0.9029704147945878,0.1646640213505772,-0.40794807037014785,-0.3826435982104105,0,0
1443,立益,428.5,0.0,0.99,0.1131,-1.1892836458640592,4.0518886464744766,-0.387657955397772,-1.913348363808833,2,2
1444,力麗,115.5,5.77,0.64,0.8759,0.7239185617429761,0.8539983853138581,-0.565196461406061,0.027189437750875744,0,0
1445,大宇,0.0,2.62,0.6,0.573,-0.3205505810580916,-0.32605377175978856,-0.5854865763784368,-0.7433780767908599,4,4
1446,宏和,0.0,1.15,2.3,1.2865,-0.8079695143652565,-0.32605377175978856,0.27684330994753825,1.071742166277903,1,1
1447,力鵬,0.0,3.41,0.52,0.8079999999999999,-0.05860435159369664,-0.32605377175978856,-0.6260668063231886,-0.14554590142833815,0,0
1449,佳和,0.0,0.0,2.26,1.1367,-1.1892836458640592,-0.32605377175978856,0.2565531949751623,0.6906559540680914,1,1
1451,年興,0.0,3.95,0.42,0.7271,0.12044750145791484,-0.32605377175978856,-0.6767920937541284,-0.3513528077552658,0,0
1452,宏益,12.56,7.19,0.89,0.6003,1.1947586197675848,-0.19772948524165002,-0.43838324282871166,-0.6739277857806605,0,0
1453,大將,0.0,2.93,0.53,0.6682,-0.21776155430624036,-0.32605377175978856,-0.6209942775800946,-0.5011924466014466,4,4
1454,台富,27.86,3.21,0.65,0.3778,-0.1249198527239233,-0.04141088781111504,-0.560123932662967,-1.2399603773473031,4,4
1455,集盛,0.0,2.53,0.67,1.0365,-0.35039255656669355,-0.32605377175978856,-0.549978875176779,0.43575049036032665,1,1
1456,怡華,29.56,0.0,0.61,1.0067,-1.1892836458640592,-0.024042154763277822,-0.5804140476353428,0.35994028259095145,1,1
1457,宜進,11.02,8.81,0.61,0.8643,1.7319141789224197,-0.213463514002632,-0.5804140476353428,-0.002320576011699936,0,0
1459,聯發,0.0,0.0,0.64,0.5659,-1.1892836458640592,-0.32605377175978856,-0.565196461406061,-0.761440240386919,4,4
1460,宏遠,0.0,2.68,0.75,0.9763,-0.3006559307190236,-0.32605377175978856,-0.5093986452320273,0.2826036947993742,1,1
1463,強盛,15.93,5.38,0.83,0.7439,0.5946033345390346,-0.16329852619976096,-0.4688184152872755,-0.30861416713360457,0,0
1464,得力,13.22,7.77,1.35,0.9703,1.3870735730452415,-0.19098633005837207,-0.20504692064638885,0.26733989457735263,0,0
1465,偉全,5.0,9.38,0.87,0.387,1.9209133571435653,-0.27496926279556144,-0.44852830031489965,-1.2165558836735364,0,0
1466,聚隆,0.0,0.0,0.55,0.4474,-1.1892836458640592,-0.32605377175978856,-0.6108492200939066,-1.06290029477185,4,4
1467,南緯,0.0,0.0,0.97,0.7716,-1.1892836458640592,-0.32605377175978856,-0.39780301288395986,-0.23814628944193725,4,4
1468,昶和,31.9,0.0,1.37,0.4118,-1.1892836458640592,-0.00013460456801952844,-0.194901863160201,-1.153465509422513,4,4
1470,大統新創,22.44,4.05,1.72,0.4824,0.153605252023028,-0.09678649552833722,-0.01736335715191206,-0.9738614601433894,4,4
1471,首利,0.0,0.0,0.5,1.1471,-1.1892836458640592,-0.32605377175978856,-0.6362118638093766,0.7171132077862625,1,1
1472,三洋紡,10.38,0.0,1.22,0.5343,-1.1892836458640592,-0.22000233115005305,-0.2709897943066106,-0.8418295882229005,4,4
1473,台南,35.09,2.59,0.74,0.517,-0.33049790622762554,0.03245731215115743,-0.5144711739751213,-0.8858402121963967,4,4
1474,弘裕,22.5,3.33,0.62,0.409,-0.0851305520457874,-0.09617348142076651,-0.575341518892249,-1.1605886161927899,4,4
1475,本盟,0.0,0.0,9.21,0.3163,-1.1892836458640592,-0.32605377175978856,3.7819606714254737,-1.396414329623027,3,3
1476,儒鴻,17.55,4.0,4.16,1.2712,0.1370263767404714,-0.14674714529535135,1.2203336561630174,1.0328194757117477,1,1
1477,聚陽,13.68,5.99,2.86,0.8224,0.7968656129862255,-0.18628655523366316,0.5609049195608008,-0.10891278089548556,0,0
1503,士電,12.71,3.92,0.88,0.4032,0.1105001762883809,-0.19619694997272322,-0.44345577157180566,-1.1753436230740775,4,4
1504,東元,15.63,3.82,0.89,0.51,0.07734242572326751,-0.16636359673761456,-0.43838324282871166,-0.9036479791220889,4,4
1506,正道,0.0,0.0,2.34,0.4193,-1.1892836458640592,-0.32605377175978856,0.29713342491991424,-1.1343857591449855,4,4
1507,永大,25.26,3.1,2.11,0.327,-0.16139337834554787,-0.06797483247251312,0.18046526382875297,-1.3691938858937547,4,4
1512,瑞利,0.0,0.0,2.84,0.8196,-1.1892836458640592,-0.32605377175978856,0.5507598620746127,-0.11603588766576248,4,4
1513,中興電,15.48,5.0,1.3,0.7303,0.4686038823916041,-0.16789613200654138,-0.23040956436185875,-0.34321211430352083,0,0
1514,亞力,12.78,6.52,1.24,1.0023,0.9726016909813257,-0.19548176684722404,-0.2608447368204227,0.3487468290948022,0,0
1515,力山,8.84,4.84,3.28,1.1081,0.4155514814874228,-0.23573635991103503,0.7739511267707474,0.6178985063431208,1,1
1516,川飛,32.13,3.04,1.12,0.423,-0.18128802868461588,0.00221528284433496,-0.32171508173755026,-1.1249730823414055,4,4
1517,利奇,119.5,2.79,0.52,0.618,-0.264182405097399,0.8948659924852398,-0.6260668063231886,-0.628899575125696,4,4
1519,華城,15.38,4.14,1.87,0.9978,0.18344722753162981,-0.1689178221858259,0.05872457399449763,0.337298978928286,0,0
1521,大億,11.75,7.19,2.23,0.728,1.1947586197675848,-0.20600517569385482,0.24133560874588061,-0.34906323772196246,0,0
1522,堤維西,10.49,5.98,1.1,1.1808,0.7935498379297141,-0.21887847195284005,-0.33186013922373825,0.8028448856999519,0,0
1524,耿鼎,9.8,4.86,0.63,0.5962,0.4221830316004457,-0.2259281341899034,-0.570268990149155,-0.6843580492657088,0,0
1525,江申,10.34,4.9,0.73,0.6259,0.43544613182649095,-0.22041100722176687,-0.5195437027182152,-0.6088022381667005,0,0
1526,日馳,13.36,4.47,1.07,0.9979,0.2928678043965037,-0.1895559638073737,-0.3470777254530201,0.33755337559865295,0,0
1527,鑽全,9.71,9.95,1.44,0.905,2.1099125353647104,-0.22684765535125948,-0.15939416195854322,0.10121886882768166,0,0
1528,恩德,0.0,1.53,0.57,1.008,-0.6819700622178261,-0.32605377175978856,-0.6007041626077188,0.36324743930572306,1,1
1529,樂士,28.98,3.92,1.15,1.0884,0.1105001762883809,-0.02996795780312815,-0.30649749550826844,0.5677823622808157,1,1
1530,亞崴,23.82,5.12,0.99,0.6128,0.5083931830697401,-0.08268717105421054,-0.387657955397772,-0.6421282019847816,0,0
1531,高林股,74.69,1.67,0.61,0.9221,-0.6355492114266676,0.4370466231478362,-0.5804140476353428,0.14472069946044389,4,4
1532,勤美,17.69,2.57,0.76,0.8737,-0.3371294563406483,-0.145316779044353,-0.5043261164889333,0.021592711002801124,4,4
1533,車王電,12.32,1.98,1.01,1.0665,-0.5327601846748165,-0.20018154167193294,-0.377512897911584,0.5120694914704359,1,1
1535,中宇,30.68,3.8,1.32,0.764,0.07071087561024487,-0.012599224755290935,-0.2202645068756709,-0.2574804363898314,0,0
1536,和大,32.82,2.39,3.25,0.9735,-0.3968134073578521,0.00926494508139828,0.7587335405414658,0.2754805880290976,1,1
1537,廣隆,11.45,7.09,2.84,0.5198,1.161600869202471,-0.20907024623170847,0.5507598620746127,-0.8787171054261198,0,0
1538,正峰新,0.0,0.0,0.94,0.6491,-1.1892836458640592,-0.32605377175978856,-0.41302059911324185,-0.5497822106415494,4,4
1539,巨庭,13.74,5.44,0.73,0.9409,0.6144979848781027,-0.1856735411260924,-0.5195437027182152,0.19254727348944545,0,0
1540,喬福,11.26,6.58,0.9,0.7559999999999999,0.9924963413203938,-0.2110114575723491,-0.4333107140856177,-0.27783217001919414,0,0
1541,錩泰,9.67,3.24,1.9,0.8109999999999999,-0.11497252755438923,-0.2272563314229733,0.07394216022377943,-0.13791400131732723,4,4
1558,伸興,11.38,6.93,1.61,0.5235,1.10854846829829,-0.20978542935720762,-0.07316117332594567,-0.8693044286225399,0,0
1560,中砂,14.67,6.26,1.84,0.8915,0.8863915395120312,-0.17617182245874616,0.043506987765215714,0.06687531832813237,0,0
1568,倉佑,51.3,3.61,0.92,0.6971,0.007711149536529654,0.1980732902131817,-0.42316565659942973,-0.4276718088653747,4,4
1582,信錦,10.05,5.88,1.72,0.8568,0.7603920873646007,-0.22337390874169205,-0.01736335715191206,-0.0214003262892271,0,0
1583,程泰,25.06,4.93,1.48,0.777,0.4453934569960247,-0.07001821283108224,-0.13910404698616738,-0.22440886924211742,0,0
1587,吉茂,260.0,2.31,0.74,0.5532,-0.42333960780994273,2.330340694380022,-0.5144711739751213,-0.7937486175235317,4,4
1589,永冠-KY,38.96,0.83,0.83,1.0316,-0.914074316173619,0.0719967220894692,-0.4688184152872755,0.4232850535123424,1,1
1590,亞德客-KY,34.4,1.06,5.16,1.6623,-0.8378114898738586,0.025407649914094034,1.7275865304724143,2.027764853517204,1,1
1592,英瑞-KY,0.0,0.0,0.52,0.5637,-1.1892836458640592,-0.32605377175978856,-0.6260668063231886,-0.7670369671349936,4,4
1598,岱宇,18.1,3.1,1.8,0.3302,-0.16139337834554787,-0.14112784930928637,0.023216872792839755,-1.36105319244201,4,4
1603,華電,18.73,1.83,0.85,0.4897,-0.5824968105224864,-0.13469120117979375,-0.45867335780108753,-0.955290503206596,4,4
1604,聲寶,9.2,8.15,1.05,0.6408,1.5130730251926718,-0.23205827526561068,-0.3572227829392081,-0.5708971342820129,0,0
1605,華新,13.42,3.92,0.55,0.7741,0.1105001762883809,-0.18894294969980296,-0.6108492200939066,-0.23178637268276134,0,0
1608,華榮,4.96,7.11,0.58,0.9468,1.1682324193154943,-0.27537793886727524,-0.5956316338646248,0.20755667704110028,0,0
1609,大亞,10.81,7.53,0.77,1.048,1.3074949716889699,-0.2156090633791295,-0.49925358774583933,0.46500610745253534,0,0
1611,中電,5.89,9.56,0.92,0.4399,1.980597308160769,-0.265876220199929,-0.42316565659942973,-1.0819800450493773,0,0
1612,宏泰,15.7,4.98,0.68,0.7896,0.46197233227858175,-0.1656484136121154,-0.5449063464336851,-0.1923548887758717,0,0
1614,三洋電,28.95,3.02,1.37,0.6373,-0.18791957879763851,-0.030274464856913524,-0.194901863160201,-0.5798010177448591,4,4
1615,大山,8.85,6.99,1.19,0.6553,1.128443118637358,-0.23563419089310655,-0.2862073805358925,-0.5340096170787936,0,0
1616,億泰,0.0,0.0,0.49,0.6771,-1.1892836458640592,-0.32605377175978856,-0.6412843925524706,-0.47855114293878087,4,4
1617,榮星,16.06,3.01,0.85,0.6186,-0.19123535385414997,-0.16197032896669106,-0.45867335780108753,-0.6273731951034937,4,4
1618,合機,26.54,4.04,0.44,0.7941,0.15028947696651668,-0.054897198177671004,-0.6666470362679404,-0.18090703860935517,0,0
1626,艾美特-KY,13.48,4.03,1.13,0.6241,0.1469737019100056,-0.18832993559223224,-0.3166425529944564,-0.6133813782333072,0,0
1701,中化,15.43,4.02,1.0,0.1594,0.14365792685349404,-0.16840697709618366,-0.382585426654678,-1.795562705428898,4,4
1702,南僑,10.76,4.77,1.7,0.8485,0.3923410560918434,-0.21611990846877183,-0.027508414638099925,-0.042515249929690566,0,0
1707,葡萄王,20.37,3.32,4.32,0.4854,-0.08844632710229872,-0.11793548223952725,1.3014941160525206,-0.9662295600323785,4,4
1708,東鹼,17.27,7.13,0.8,0.4037,1.1748639694285168,-0.14960787779734808,-0.4840360015165574,-1.1740716397222424,0,0
1709,和益,27.78,4.0,0.87,0.6889,0.1370263767404714,-0.042228239954542654,-0.44852830031489965,-0.4485323358354715,0,0
1710,東聯,381.25,1.97,0.98,0.927,-0.5360759597313278,3.56914003676253,-0.392730484140866,0.15718613630842843,2,2
1711,永光,20.23,2.25,0.93,0.8498,-0.44323425814901063,-0.11936584849052562,-0.41809312785633573,-0.039208093214919255,4,4
1712,興農,11.52,7.01,1.11,0.5297,1.1350746687503805,-0.20835506310620927,-0.3267876104806442,-0.853531835059784,0,0
1713,國化,26.56,3.41,1.11,0.3844,-0.05860435159369664,-0.0546928601418141,-0.3267876104806442,-1.2231701971030793,4,4
1714,和桐,350.5,2.14,0.67,0.5845,-0.4797077837706352,3.254970306632533,-0.549978875176779,-0.7141224596986512,4,4
1717,長興,13.27,5.3,1.53,0.6128,0.5680771340869438,-0.1904754849687298,-0.11374140327069748,-0.6421282019847816,0,0
1718,中纖,0.0,12.38,0.36,1.0181,2.9156458740969633,-0.32605377175978856,-0.7072272662126922,0.3889415030127931,0,0
1720,生達,17.54,4.05,1.76,0.2749,0.153605252023028,-0.14684931431327983,0.002926757820463905,-1.5017345511549776,4,4
1721,三晃,0.0,0.0,0.92,0.4739,-1.1892836458640592,-0.32605377175978856,-0.42316565659942973,-0.995485177124587,4,4
1722,台肥,21.16,4.93,0.86,0.4806,0.4453934569960247,-0.10986412982317938,-0.4536008290579936,-0.9784406002099959,0,0
1723,中碳,17.29,5.19,3.2,0.6788,0.5316036084653193,-0.14940353976149118,0.733370896825996,-0.47422639954254153,0,0
1724,台硝,20.18,4.42,0.73,0.5757,0.27628892911394715,-0.11987669358016789,-0.5195437027182152,-0.7365093666909499,0,0
1725,元禎,12.71,5.96,0.7,0.4268,0.7869182878166916,-0.19619694997272322,-0.5347612889474972,-1.1153060088674582,0,0
1726,永記,15.8,4.81,1.28,0.3339,0.4056041563178889,-0.16462672343283086,-0.24055462184804674,-1.3516405156384297,0,0
1727,中華化,30.8,2.16,0.7,0.7687,-0.4730762336576126,-0.011373196540149474,-0.5347612889474972,-0.24552379288258086,4,4
1730,花仙子,11.84,5.91,2.44,0.4316,0.770339412534135,-0.20508565453249875,0.347858712350854,-1.1030949686898408,0,0
1731,美吾華,16.58,4.76,0.95,0.35600000000000004,0.3890252810353323,-0.15665754003441143,-0.40794807037014785,-1.295418851487316,0,0
1732,毛寶,52.12,0.0,2.87,-0.7301,-1.1892836458640592,0.20645114968331496,0.5659774483038948,-4.058421088343634,4,4
1733,五鼎,20.26,4.76,1.38,0.9233,0.3890252810353323,-0.11905934143674024,-0.18982933441710706,0.14777345950484821,0,0
1734,杏輝,235.63,1.06,1.14,0.4342,-0.8378114898738586,2.081354797688379,-0.3115700242513624,-1.0964806552602981,4,4
1735,日勝化,13.53,4.04,1.09,0.444,0.15028947696651668,-0.18781909050258996,-0.3369326679668322,-1.0715497815643291,4,4
1736,喬山,13.09,1.16,1.86,1.1042,-0.8046537393087453,-0.19231452729144197,0.0536520452514037,0.6079770361988066,1,1
1737,臺鹽,17.6,4.93,0.99,0.5328,0.4453934569960247,-0.14623630020570907,-0.387657955397772,-0.8456455382784058,0,0
1760,寶齡富錦,55.24,1.55,6.55,1.0017,-0.6753385121048034,0.23832788327699272,2.4326680257624766,0.3472204490726002,1,1
1762,中化生,27.81,1.9,1.62,0.4276,-0.5592863851269071,-0.04192173290075731,-0.06808864458285163,-1.1132708355045222,4,4
1773,勝一,14.68,4.41,2.77,0.8527,0.27297315405743583,-0.17606965344081774,0.5152521608729551,-0.03183058977427533,0,0
1776,展宇,20.35,4.91,1.21,0.2572,0.43876190688300226,-0.11813982027538415,-0.2760623230497046,-1.5467627618099422,4,4
1783,和康生,26.78,3.35,1.9,1.1558,-0.07849900193276477,-0.052445141747388076,0.07394216022377943,0.739245718108194,1,1
1786,科妍,28.89,3.09,2.57,1.1549,-0.16470915340205933,-0.03088747896448424,0.41380158601107553,0.736956148074891,1,1
1789,神隆,106.67,0.94,2.22,0.5749,-0.8776007905519945,0.7637831424830329,0.23626308000278679,-0.7385445400538863,4,4
1795,美時,25.64,0.0,2.2,1.6673,-1.1892836458640592,-0.06409240979123187,0.2261180225165987,2.0404846870355553,1,1
1802,台玻,0.0,3.59,0.61,1.0576,0.0010795994235070243,-0.32605377175978856,-0.5804140476353428,0.4894281878077704,1,1
1805,寶徠,0.0,0.0,1.28,0.6635,-1.1892836458640592,-0.32605377175978856,-0.24055462184804674,-0.5131490901086971,4,4
1806,冠軍,0.0,0.0,0.34,0.7744,-1.1892836458640592,-0.32605377175978856,-0.71737232369888,-0.23102318267166033,4,4
